8.43361783027649,50,0.9,1
8.426416873931885,45,0.9,1
8.427878856658936,45,0.9,1
8.424411058425903,45,0.9,1
8.429688215255737,45,0.9,1
8.433365106582642,45,0.9,1
8.426013946533203,45,0.9,1
8.437342882156372,45,0.9,1
8.428002834320068,45,0.9,1
8.428303956985474,45,0.9,1
8.419335842132568,45,0.9,1
8.424702882766724,45,0.9,1
8.430427312850952,45,0.9,1
8.43080186843872,45,0.9,1
8.43071722984314,45,0.9,1
8.421191930770874,45,0.9,1
8.426873207092285,45,0.9,1
8.433402061462402,45,0.9,1
8.43426513671875,45,0.9,1
8.428078889846802,45,0.9,1

